aws,y,m,GroupCount,mean_gps_lat,mean_gps_lon
THU_L,2023,5,31,76.3998464838709,-68.2673869032258
THU_L,2023,6,30,76.3998453333333,-68.2674225666667
THU_L,2023,7,31,76.3998427419355,-68.267437
THU_L,2023,8,31,76.3998446774194,-68.2674713225806
THU_L,2023,9,5,76.3998462,-68.2674858
THU_L2,2022,5,16,76.3930308125,-68.264962625
THU_L2,2022,6,30,76.3930348,-68.2649999
THU_L2,2022,7,31,76.3930261290322,-68.2650083225807
THU_L2,2022,8,31,76.3930260967742,-68.2650323548387
THU_L2,2022,9,5,76.3930248,-68.2650794
THU_L2,2023,5,31,76.3930287096774,-68.2651298064516
THU_L2,2023,6,30,76.3930346666667,-68.2651239666667
THU_L2,2023,7,31,76.3930278387097,-68.2651338709677
THU_L2,2023,8,31,76.3930271935484,-68.2651671612903
THU_L2,2023,9,3,76.3930296666667,-68.2651956666667
THU_U,2019,5,23,76.4201093043478,-68.1453723478261
THU_U,2019,7,30,76.420499,-68.143982
THU_U,2019,8,31,76.420499,-68.143982
THU_U,2019,9,5,76.420499,-68.143982
THU_U,2020,5,31,76.4196956451613,-68.1471261290322
THU_U,2020,6,30,76.4196927666667,-68.1471444333333
THU_U,2020,7,31,76.4196893225807,-68.1471566451613
THU_U,2020,8,28,76.4196903928572,-68.1471803928572
THU_U,2020,9,2,76.4196915,-68.147182
THU_U,2021,5,31,76.419705,-68.147305
THU_U,2021,6,30,76.419705,-68.147305
THU_U,2021,7,31,76.419705,-68.147305
THU_U,2021,8,31,76.419705,-68.147305
THU_U,2021,9,4,76.419705,-68.147305
THU_U,2022,5,15,76.3930301333333,-68.264965
THU_U,2022,6,27,76.3930354074074,-68.2649995185185
THU_U,2022,7,31,76.3930258064516,-68.2650088064516
THU_U,2022,8,31,76.393026,-68.2650331612903
THU_U,2022,9,4,76.3930255,-68.265077
UPE_L,2019,5,31,72.8932325483871,-54.2955659354839
UPE_L,2019,6,30,72.8932333333333,-54.2955721666667
UPE_L,2019,7,31,72.8932347419355,-54.2955819032258
UPE_L,2019,8,31,72.8932369032258,-54.2955932258064
UPE_L,2019,9,6,72.893235,-54.2955858333333
UPE_L,2020,5,31,72.8932334516129,-54.2956002580645
UPE_L,2020,6,30,72.8932333,-54.2956058333333
UPE_L,2020,7,31,72.8932339677419,-54.2956156774194
UPE_L,2020,8,31,72.8933321290323,-54.2956734193548
UPE_L,2020,9,14,72.8933743571428,-54.2956967142857
UPE_L,2021,5,31,72.8933736774194,-54.2957175161291
UPE_L,2021,6,30,72.8933760333334,-54.2957333
UPE_L,2021,7,31,72.8933760645162,-54.2957497419355
UPE_L,2021,8,31,72.8933701290322,-54.2957640322581
UPE_L,2022,5,31,72.8933703548387,-54.2957974193548
UPE_L,2022,6,30,72.8933731,-54.2957978
UPE_L,2022,7,31,72.8933745161291,-54.2958150322581
UPE_L,2022,8,31,72.893373,-54.2958364516129
UPE_L,2022,9,12,72.8933694166667,-54.2958410833333
UPE_L,2023,5,31,72.8933694516129,-54.2958496129032
UPE_L,2023,6,30,72.8933715333333,-54.2958535
UPE_L,2023,7,31,72.8933699032258,-54.2958614193548
UPE_L,2023,8,31,72.8933817419355,-54.2958152580645
UPE_L,2023,9,14,72.8933863571428,-54.2957992142857
UPE_U,2019,5,31,72.8867249354839,-53.5933834193548
UPE_U,2019,6,30,72.8866875,-53.5938714333333
UPE_U,2019,7,28,72.8866532857143,-53.5943812857143
UPE_U,2019,8,29,72.886600137931,-53.5948666551724
UPE_U,2019,9,6,72.8865863333333,-53.595149
UPE_U,2020,5,31,72.8863102903226,-53.5989818709677
UPE_U,2020,6,30,72.8862797666667,-53.5994444666667
UPE_U,2020,7,9,72.8862467777778,-53.5999315555556
UPE_U,2020,8,30,72.8838855,-53.6003339333334
UPE_U,2020,9,11,72.882996,-53.600376
UPE_U,2021,5,21,72.8860114285714,-53.6045532857143
UPE_U,2021,6,29,72.8859788275862,-53.6050303448276
UPE_U,2021,7,20,72.88594895,-53.6054912
UPE_U,2021,8,16,72.885912875,-53.6059268125
UPE_U,2021,9,5,72.8858976,-53.6063422
UPE_U,2022,5,23,72.8856653043478,-53.6099866956522
UPE_U,2022,6,21,72.8856354761905,-53.6104344761905
UPE_U,2022,7,23,72.8856096521739,-53.6108804782609
UPE_U,2022,8,15,72.8855870666667,-53.6113639333333
UPE_U,2022,9,2,72.885553,-53.6115885
UPE_U,2023,5,24,72.885342625,-53.615291875
UPE_U,2023,6,22,72.8853144090909,-53.6157319090909
UPE_U,2023,7,14,72.8852953571429,-53.6161736428572
UPE_U,2023,8,15,72.8852764,-53.6166368666667
UPE_U,2023,9,4,72.88525675,-53.61701575
ZAK_Uv3,2022,5,31,74.6433930967742,-21.4625797419355
ZAK_Uv3,2022,6,30,74.6433895666667,-21.462529
ZAK_Uv3,2022,7,31,74.6433824516129,-21.4624256774194
ZAK_Uv3,2022,8,31,74.6433714193548,-21.4623183870968
ZAK_Uv3,2022,9,10,74.6433655,-21.4622685
ZAK_Uv3,2023,5,31,74.6433240322581,-21.4618663548387
ZAK_Uv3,2023,6,30,74.6433236666667,-21.4618284
ZAK_Uv3,2023,7,31,74.6433137741935,-21.4617238064516
ZAK_Uv3,2023,8,31,74.643294483871,-21.4616360645161
ZAK_Uv3,2023,9,10,74.6432863,-21.4615668
